1024,3,0.0275255,23127.5,0.0291765,23639.5,0.0597996,0.00309751,0.000644946,0.000830634,7520.96
4096,3,0.0307459,42759.5,0.0329334,43527.5,0.068143,0.00446372,0.000970979,0.0010295,15781.9
16384,3,0.0333063,67325,0.035864,68557,0.0753314,0.0061611,0.00129046,0.00120798,23936
65536,3,0.0382261,130113,0.0414604,132033,0.0897911,0.0101046,0.00217181,0.001645,51091.5
262144,3,0.0446622,232504,0.0488524,235576,0.109868,0.0163532,0.00357191,0.00221387,90601.8
1048576,3,0.0472699,375513,0.0526864,380393,0.125375,0.0254186,0.00550572,0.00292628,150644
4194304,3,0.0528121,691168,0.0597586,698928,0.15591,0.0433394,0.00985762,0.00433455,282904
16777216,3,0.0606137,1.21845e+06,0.0711905,1.23082e+06,0.200534,0.0687297,0.0169191,0.00583408,507773
67108864,3,0.0669201,1.97357e+06,0.0803146,1.99324e+06,0.242345,0.0951106,0.0261963,0.00679674,829530
268435456,3,0.0797034,3.51479e+06,0.0998865,3.54605e+06,0.316016,0.136426,0.0420008,0.00860601,1.49438e+06
1024,4,0.0430099,26773.7,0.0439259,27061.7,0.0909871,0.00405137,0.000846175,0.00122836,9207.84
4096,4,0.0483652,44517,0.0507379,44885,0.104616,0.00551259,0.00116239,0.00150213,16896.6
16384,4,0.0539136,65987.2,0.0561997,66499.2,0.117214,0.00710019,0.00154271,0.00176627,25568.3
65536,4,0.0625436,105989,0.0657679,106693,0.138263,0.0099514,0.0021765,0.0021487,42445.9
262144,4,0.0670242,154911,0.0708151,155919,0.151019,0.0131796,0.00279761,0.0024732,64197.6
1048576,4,0.0759012,247411,0.0807206,248803,0.176065,0.0194429,0.00418643,0.00317969,104138
4194304,4,0.0793578,365974,0.0847092,367942,0.190012,0.0259452,0.0057221,0.00376527,157595
16777216,4,0.0897707,574774,0.0956167,577542,0.224383,0.0389956,0.00859502,0.00491396,246591
67108864,4,0.0944306,848815,0.101867,852719,0.250683,0.0543854,0.0121107,0.00600511,362413
268435456,4,0.105371,1.31707e+06,0.114172,1.32258e+06,0.298111,0.0785681,0.0183664,0.00760837,581838
1024,5,0.0623419,33659.8,0.064965,33867.8,0.132757,0.00545046,0.00114213,0.00172905,12706.6
4096,5,0.0649743,44619.5,0.0658775,44859.5,0.137078,0.0062265,0.00129098,0.00184269,16621.1
16384,5,0.0749073,64205.4,0.076905,64525.4,0.159971,0.00815833,0.00168463,0.00226156,25712.5
65536,5,0.0829051,92753.7,0.0856956,93153.7,0.178658,0.0100575,0.00212812,0.00258981,38047.7
262144,5,0.0913644,132201,0.0948758,132729,0.199152,0.0129113,0.00277163,0.00300789,54688.5
1048576,5,0.103827,195284,0.108367,195972,0.229609,0.0174155,0.00383566,0.00363297,83705.6
4194304,5,0.108223,260737,0.113221,261665,0.243348,0.0219037,0.00467909,0.00407528,111032
16777216,5,0.116821,368750,0.121401,369934,0.266713,0.0284912,0.00617247,0.00476296,160124
67108864,5,0.119387,521815,0.124899,523367,0.283024,0.0387381,0.00837894,0.00574543,229170
268435456,5,0.142341,727456,0.140897,729504,0.333875,0.0506378,0.0111171,0.00675103,325546
1073741824,3,0.107425,6.04737e+06,0.133218,6.09708e+06,0.430214,0.18957,0.0542988,0.0126577,2.61733e+06
1073741824,4,0.113212,1.93346e+06,0.120757,1.94129e+06,0.34221,0.10824,0.0267077,0.00951499,852138
1073741824,5,0.149737,1.05867e+06,0.153382,1.06135e+06,0.372546,0.0694261,0.0152158,0.00829963,475361
