1024,3,0.0495075
4096,3,0.0564011
16384,3,0.0541456
65536,3,0.0765173
262144,3,0.0880618
1048576,3,0.0928697
4194304,3,0.111491
16777216,3,0.127121
67108864,3,0.142055
268435456,3,0.177183
1024,4,0.0742685
4096,4,0.0938368
16384,4,0.102656
65536,4,0.118879
262144,4,0.130568
1048576,4,0.148058
4194304,4,0.160632
16777216,4,0.180405
67108864,4,0.187114
268435456,4,0.212958
1024,5,0.112243
4096,5,0.118543
16384,5,0.141747
65536,5,0.15881
262144,5,0.178949
1048576,5,0.206188
4194304,5,0.208109
16777216,5,0.229012
67108864,5,0.255353
268435456,5,0.282353
1073741824,3,0.220591
1073741824,4,0.235367
1073741824,5,0.311839
1024,3,0.0490635
4096,3,0.0586472
16384,3,0.0626519
65536,3,0.0739252
262144,3,0.0871227
1048576,3,0.0938194
4194304,3,0.110298
16777216,3,0.125632
67108864,3,0.138027
268435456,3,0.175362
1024,4,0.0755348
4096,4,0.0938362
16384,4,0.102616
65536,4,0.12018
262144,4,0.123554
1048576,4,0.146288
4194304,4,0.157645
16777216,4,0.182074
67108864,4,0.191995
268435456,4,0.211217
1024,5,0.11501
4096,5,0.118646
16384,5,0.128604
65536,5,0.160029
262144,5,0.164806
1048576,5,0.202622
4194304,5,0.214764
16777216,5,0.233957
67108864,5,0.252381
268435456,5,0.277854
1073741824,3,0.212193
1073741824,4,0.221951
1073741824,5,0.305225
