1024,3,0.0278186,23254.5,0.0294157,23766.5,0.0603452,0.00311084,0.000650047,0.000844523,7621.6
4096,3,0.0302581,42739.2,0.0326427,43507.2,0.0674552,0.00455433,0.000949815,0.00104172,15406.9
16384,3,0.0302176,67434,0.0290354,68666,0.0649231,0.00567014,0.00119713,0.00111865,24538.9
65536,3,0.0394638,129654,0.0429766,131574,0.0926218,0.0101814,0.00218212,0.00163742,51085.8
262144,3,0.0445449,232229,0.0487935,235301,0.109824,0.0164853,0.00361504,0.00220367,90303.8
1048576,3,0.0466348,375875,0.0520069,380755,0.124244,0.0256021,0.00560203,0.00293842,150414
4194304,3,0.0547191,691580,0.0621922,699340,0.16033,0.043419,0.00980742,0.00438469,279882
16777216,3,0.0609669,1.21686e+06,0.0712711,1.22923e+06,0.201168,0.06893,0.0168578,0.00583721,505730
67108864,3,0.0669438,1.97238e+06,0.0810157,1.99205e+06,0.243956,0.0959969,0.0261727,0.00671555,828632
268435456,3,0.0804727,3.51441e+06,0.104429,3.54567e+06,0.323144,0.138241,0.0414475,0.00881911,1.53116e+06
1024,4,0.0430564,26828.8,0.0422598,27116.8,0.0894157,0.00409942,0.000860139,0.00124095,9322.08
4096,4,0.0504798,44433.1,0.0523415,44801.1,0.108312,0.00549105,0.00115978,0.00152593,16406.4
16384,4,0.0540368,65728.3,0.0564818,66240.3,0.117576,0.00705705,0.0015037,0.00175043,25812.6
65536,4,0.0611416,105975,0.063878,106679,0.134181,0.00916107,0.00191528,0.00195994,42887.5
262144,4,0.0665359,155043,0.0705006,156051,0.150259,0.0132223,0.00280634,0.00249956,63188.5
1048576,4,0.0743615,247038,0.0790207,248430,0.172442,0.0190595,0.00421415,0.00312268,101750
4194304,4,0.0802011,365779,0.0854839,367747,0.192784,0.0270988,0.00580918,0.00375,155327
16777216,4,0.0890313,575833,0.0958047,578601,0.224389,0.039553,0.00878242,0.00495995,248268
67108864,4,0.0917996,849554,0.0987205,853458,0.246278,0.0557575,0.0124986,0.00611483,366324
268435456,4,0.103527,1.31703e+06,0.112267,1.32254e+06,0.292177,0.0763828,0.0177463,0.00751317,574284
1024,5,0.0617257,33605.9,0.0625083,33813.9,0.129654,0.00542014,0.0011211,0.00172728,12680.3
4096,5,0.0647413,44620.5,0.0656189,44860.5,0.136679,0.0063193,0.00131938,0.00187619,17402.2
16384,5,0.0748572,64317.7,0.0768328,64637.7,0.159771,0.008081,0.00167807,0.00228931,25511.7
65536,5,0.0823036,92999.6,0.0848904,93399.6,0.177547,0.0103533,0.00214951,0.00262501,37461.4
262144,5,0.0911385,132272,0.0946198,132800,0.198911,0.0131526,0.0028239,0.00310494,54885.6
1048576,5,0.103208,195304,0.107898,195992,0.228984,0.0178786,0.00375124,0.00372267,83982.1
4194304,5,0.103323,260927,0.108632,261855,0.233035,0.021079,0.00455456,0.00402174,111654
16777216,5,0.113354,369403,0.118324,370587,0.260607,0.0289292,0.0063,0.00489411,160244
67108864,5,0.126043,520676,0.132281,522228,0.296465,0.0381409,0.00848328,0.00568205,230696
268435456,5,0.140558,726897,0.143428,728945,0.334919,0.0509326,0.0112049,0.00683076,322276
1073741824,3,0.109944,6.07237e+06,0.129773,6.12208e+06,0.427013,0.187296,0.0542163,0.0127148,2.66921e+06
1073741824,4,0.115423,1.93907e+06,0.124205,1.94689e+06,0.34844,0.108812,0.0268074,0.00954387,856738
1073741824,5,0.15522,1.05912e+06,0.155695,1.0618e+06,0.382028,0.071113,0.0158557,0.00845892,474156
1024,3,0.027643,23161.2,0.0291278,23673.2,0.0598714,0.00310068,0.000648461,0.00084146,7748.32
4096,3,0.0318169,42826.6,0.0340227,43594.6,0.0704204,0.00458077,0.00095252,0.0010527,14238.6
16384,3,0.0331575,67468.5,0.0360984,68700.5,0.0753817,0.00612581,0.00129333,0.00120682,24276.2
65536,3,0.0382775,129569,0.0420912,131489,0.090593,0.0102243,0.00219079,0.00163641,48486.4
262144,3,0.0442214,232427,0.048203,235499,0.108933,0.0165089,0.00361998,0.00221005,96355.8
1048576,3,0.0470616,375563,0.052359,380443,0.124987,0.0255659,0.00559421,0.00293425,155030
4194304,3,0.0542757,691041,0.061564,698801,0.159149,0.0433089,0.00980256,0.00433778,286423
16777216,3,0.0600415,1.21453e+06,0.0706643,1.2269e+06,0.19943,0.0687245,0.016854,0.00580971,513883
67108864,3,0.0651759,1.97104e+06,0.0787628,1.9907e+06,0.235358,0.0914194,0.0249172,0.00642455,843347
268435456,3,0.0804286,3.51301e+06,0.102942,3.54427e+06,0.321123,0.137752,0.0413717,0.00882909,1.51417e+06
1024,4,0.042419,26894.7,0.0435813,27182.7,0.0901239,0.00412361,0.00086707,0.00124766,9406.72
4096,4,0.0506206,44317.8,0.0522492,44685.8,0.108358,0.00548783,0.00115943,0.00152729,16556.2
16384,4,0.0544472,65609.1,0.0568304,66121.1,0.11834,0.00706207,0.00149909,0.00176085,25107.2
65536,4,0.0617581,106018,0.0652319,106722,0.137171,0.0101809,0.00212434,0.00218752,42727.7
262144,4,0.0636009,154762,0.0668385,155770,0.143622,0.013183,0.00279928,0.00249645,62726.2
1048576,4,0.0731835,247265,0.0780277,248657,0.170093,0.0188818,0.00417933,0.00309213,105110
