1024,3,0.0358263,23210.3,0.0376558,23722.3,0.0766462,0.00316414,0.000647678,0.000830153,7638.4
4096,3,0.0422405,42870.8,0.0444972,43638.8,0.0913525,0.00461476,0.000950066,0.0010329,15585
16384,3,0.042661,67554.4,0.0451565,68786.4,0.0939952,0.00617777,0.00128488,0.00119605,24209.9
65536,3,0.0513179,129550,0.0548078,131470,0.116272,0.010146,0.00216621,0.0016625,50779.8
262144,3,0.0590135,231876,0.0636581,234948,0.139081,0.0164093,0.0035574,0.00221967,90789.4
1048576,3,0.0632965,376183,0.0692592,381063,0.157901,0.0253455,0.00547667,0.00293686,147107
4194304,3,0.0722972,689605,0.0810343,697365,0.196735,0.0434037,0.00985754,0.00440626,284187
16777216,3,0.0774074,1.21724e+06,0.0898771,1.22961e+06,0.23769,0.0704053,0.0168996,0.00600083,521545
67108864,3,0.083342,1.96515e+06,0.0982387,1.98481e+06,0.279012,0.0974313,0.0260386,0.00727503,825366
268435456,3,0.101607,3.5143e+06,0.125511,3.54556e+06,0.364992,0.137874,0.0405328,0.00995195,1.52796e+06
1024,4,0.0540856,26856.1,0.0551411,27144.1,0.113488,0.0042618,0.000847689,0.0012325,9624.48
4096,4,0.0623354,44294.8,0.0640937,44662.8,0.131982,0.00555249,0.00115442,0.00149522,16525.4
16384,4,0.0708566,65802.1,0.0729372,66314.1,0.151144,0.00734991,0.00150005,0.00174055,25732.5
65536,4,0.0802095,105766,0.0828773,106470,0.173228,0.0101416,0.00211995,0.00213664,42687.8
262144,4,0.0839286,155177,0.0876983,156185,0.184994,0.013367,0.00280991,0.00248146,62423
1048576,4,0.0926436,246961,0.0976407,248353,0.209201,0.0189163,0.00415858,0.00311271,103437
4194304,4,0.102894,365494,0.109473,367462,0.239073,0.0267061,0.00570907,0.003762,151775
16777216,4,0.111987,575513,0.11981,578281,0.271442,0.0396451,0.00858348,0.00495666,246968
67108864,4,0.120476,847983,0.12935,851887,0.305318,0.0554921,0.0122428,0.00603635,371151
268435456,4,0.129267,1.31587e+06,0.139851,1.32137e+06,0.349987,0.0808691,0.0186792,0.0078125,566758
1024,5,0.0793892,33646.9,0.0793554,33854.9,0.164368,0.00562377,0.00113553,0.00173542,12494.7
4096,5,0.0794999,44669.9,0.0794144,44909.9,0.16546,0.00654592,0.00131299,0.00187368,17068
16384,5,0.0993522,64266.9,0.101394,64586.9,0.209086,0.00833958,0.00170577,0.00230282,25408.6
65536,5,0.103104,93007.4,0.105545,93407.4,0.219047,0.0103978,0.00217646,0.0026507,37837.1
262144,5,0.11457,131799,0.118253,132327,0.245953,0.0131295,0.00278828,0.00308963,55137.3
1048576,5,0.134294,195107,0.139383,195795,0.291476,0.0177987,0.00375097,0.0036517,83199.4
4194304,5,0.138747,260797,0.143922,261725,0.304236,0.0215668,0.00473048,0.00409409,112384
16777216,5,0.14875,368977,0.154562,370161,0.332288,0.0289761,0.00623094,0.00482673,160186
67108864,5,0.156578,522151,0.163497,523703,0.357864,0.0377895,0.00834487,0.00565993,225524
268435456,5,0.178135,727162,0.185763,729210,0.415439,0.0515408,0.0109816,0.00674599,321669
1073741824,3,0.140812,6.06793e+06,0.167204,6.11764e+06,0.50189,0.193874,0.0568707,0.0142398,2.67594e+06
1073741824,4,0.145477,1.93816e+06,0.1589,1.94598e+06,0.414015,0.109638,0.0265486,0.00950384,857387
1073741824,5,0.195467,1.05901e+06,0.203048,1.0617e+06,0.468665,0.0701504,0.0155155,0.0084976,472308
